IsoCode;TypeOfFoodID;TypeOfNutritionalFactId;SupplyQuantity
BRA;5;2;12.1671
BGR;5;2;17.5666
BFA;5;2;29.1784
CPV;5;2;20.5668
KHM;5;2;25.843
CMR;5;2;19.7696
CAN;5;2;12.9249
CAF;5;2;8.8276
TCD;5;2;22.6744
CHL;5;2;17.7775
CHN;5;2;10.8868
COL;5;2;15.038
COG;5;2;13.2021
CRI;5;2;12.6794
CIV;5;2;20.0997
HRV;5;2;13.4872
CUB;5;2;17.5712
CYP;5;2;13.695
CZE;5;2;12.3208
DNK;5;2;12.04
DJI;5;2;29.5547
DMA;5;2;11.2385
DOM;5;2;13.1111
ECU;5;2;22.6665
EGY;5;2;30.3504
SLV;5;2;20.588
EST;5;2;15.0751
SWZ;5;2;27.0081
ETH;5;2;29.7303
FJI;5;2;16.8335
FIN;5;2;13.0758
FRA;5;2;13.4993
PYF;5;2;10.705
GAB;5;2;15.1258
GMB;5;2;26.687
GEO;5;2;27.2574
DEU;5;2;12.9162
GHA;5;2;16.2272
GRC;5;2;14.543
GRD;5;2;12.2414
GTM;5;2;23.6119
GIN;5;2;26.1017
GNB;5;2;30.7701
GUY;5;2;15.7922
HTI;5;2;22.5894
HND;5;2;23.5193
HUN;5;2;15.6506
ISL;5;2;9.3826
IND;5;2;25.2794
IDN;5;2;27.3237
IRN;5;2;26.42
IRQ;5;2;33.7215
IRL;5;2;14.0504
ISR;5;2;12.7832
ITA;5;2;16.4832
JAM;5;2;16.5134
JPN;5;2;12.4213
JOR;5;2;24.224
KAZ;5;2;14.0383
KEN;5;2;24.2979
KIR;5;2;15.368
PRK;5;2;23.907
KOR;5;2;14.4764
KWT;5;2;17.5357
KGZ;5;2;21.0511
LAO;5;2;25.5153
LVA;5;2;14.2299
LBN;5;2;23.269
LSO;5;2;32.4932
LBR;5;2;28.6591
LTU;5;2;12.858
LUX;5;2;10.4804
MDG;5;2;31.1678
MWI;5;2;23.98
MYS;5;2;16.6065
MDV;5;2;13.4537
MLI;5;2;27.6544
MLT;5;2;13.735
MRT;5;2;25.3429
MUS;5;2;20.5138
MEX;5;2;19.3737
MNG;5;2;13.0902
MNE;5;2;13.7184
MAR;5;2;29.9052
MOZ;5;2;24.9634
MMR;5;2;16.0006
NAM;5;2;19.5191
NPL;5;2;28.0559
NLD;5;2;10.9008
NCL;5;2;13.6531
NZL;5;2;14.1043
NIC;5;2;23.8869
NER;5;2;22.2968
NGA;5;2;24.4299
MKD;5;2;17.4032
NOR;5;2;11.9831
OMN;5;2;16.4454
PAK;5;2;20.8679
PAN;5;2;16.5629
PRY;5;2;15.4044
PER;5;2;18.8078
PHL;5;2;23.277
POL;5;2;16.5268
PRT;5;2;11.8389
MDA;5;2;20.4719
ROU;5;2;17.4756
RUS;5;2;16.2085
RWA;5;2;9.2421
KNA;5;2;10.9516
LCA;5;2;12.7653
VCT;5;2;14.0613
WSM;5;2;8.4665
STP;5;2;22.1614
SAU;5;2;22.5827
SEN;5;2;31.8542
SRB;5;2;19.2473
SLE;5;2;24.7486
SVK;5;2;12.8688
SVN;5;2;15.5089
SLB;5;2;15.0205
ZAF;5;2;24.8966
ESP;5;2;11.2506
LKA;5;2;23.7396
SDN;5;2;23.8327
SUR;5;2;20.7234
SWE;5;2;12.2651
CHE;5;2;13.2925
TWN;5;2;12.9738
TJK;5;2;28.2246
THA;5;2;19.8574
TLS;5;2;26.8711
TGO;5;2;26.0904
TTO;5;2;16.7277
TUN;5;2;25.144
TUR;5;2;20.5038
TKM;5;2;24.3242
UGA;5;2;13.7809
UKR;5;2;20.3469
ARE;5;2;16.2513
GBR;5;2;13.8546
TZA;5;2;19.244
USA;5;2;10.4594
URY;5;2;16.4397
UZB;5;2;23.3709
VUT;5;2;14.6387
VEN;5;2;21.6526
VNM;5;2;18.5247
YEM;5;2;35.1179
ZMB;5;2;28.5182
ZWE;5;2;33.1934
AFG;6;2;0.4067
ALB;6;2;1.8069
DZA;6;2;1.2916
AGO;6;2;0.1756
ATG;6;2;0.485
ARG;6;2;2.0593
ARM;6;2;1.756
AUS;6;2;1.0916
AUT;6;2;2.1456
AZE;6;2;1.4078
BHS;6;2;1.6755
BGD;6;2;0.7216
BRB;6;2;1.4508
BLR;6;2;2.2901
BEL;6;2;1.9599
BLZ;6;2;0.9378
BEN;6;2;0.225
BOL;6;2;1.461
BIH;6;2;0.7918
BWA;6;2;0.3299
BRA;6;2;1.1831
BGR;6;2;1.6079
BFA;6;2;0.4466
CPV;6;2;1.0024
KHM;6;2;0.2982
CMR;6;2;0.072
CAN;6;2;2.0553
CAF;6;2;0.1507
TCD;6;2;0.0709
CHL;6;2;1.6141
CHN;6;2;2.7059
COL;6;2;2.3981
COG;6;2;0.1431
CRI;6;2;1.7744
CIV;6;2;0.49
HRV;6;2;1.3061
CUB;6;2;1.3795
CYP;6;2;1.4698
CZE;6;2;1.4801
DNK;6;2;2.3133
DJI;6;2;0.2399
DMA;6;2;0.4245
DOM;6;2;2.0631
ECU;6;2;1.6038
EGY;6;2;0.5243
SLV;6;2;1.5904
EST;6;2;1.7071
SWZ;6;2;0.4077
ETH;6;2;0.099
FJI;6;2;0.8386
FIN;6;2;1.1632
FRA;6;2;1.6015
PYF;6;2;1.1741
GAB;6;2;0.1695
GMB;6;2;0.3213
GEO;6;2;1.1636
DEU;6;2;1.7081
GHA;6;2;0.2701
GRC;6;2;1.2737
GRD;6;2;1.8631
GTM;6;2;2.6188
GIN;6;2;0.4286
GNB;6;2;0.2718
GUY;6;2;0.2902
HTI;6;2;0.1302
HND;6;2;0.9196
HUN;6;2;2.4056
ISL;6;2;1.2163
IND;6;2;0.7271
IDN;6;2;1.2821
IRN;6;2;1.2388
IRQ;6;2;2.2877
IRL;6;2;1.4017
ISR;6;2;1.2755
ITA;6;2;1.7191
JAM;6;2;0.3912
JPN;6;2;3.5687
JOR;6;2;0.7235
KAZ;6;2;1.3317
KEN;6;2;0.312
KIR;6;2;0.4058
PRK;6;2;1.3872
KOR;6;2;1.6698
KWT;6;2;2.6897
KGZ;6;2;0.7441
LAO;6;2;0.3365
LVA;6;2;1.8802
LBN;6;2;0.4581
LSO;6;2;0.2107
LBR;6;2;0.4386
LTU;6;2;1.7655
LUX;6;2;2.3148
MDG;6;2;0.2212
MWI;6;2;0.2352
MYS;6;2;3.5735
MDV;6;2;2.1107
MLI;6;2;0.1178
MLT;6;2;1.6073
MRT;6;2;0.451
MUS;6;2;1.0277
MEX;6;2;2.8587
MNG;6;2;0.7768
MNE;6;2;1.5576
MAR;6;2;0.9892
MOZ;6;2;0.5467
MMR;6;2;0.8517
NAM;6;2;0.3217
NPL;6;2;0.3934
NLD;6;2;2.1075
NCL;6;2;1.6915
NZL;6;2;1.6765
NIC;6;2;1.1188
NER;6;2;0.0427
NGA;6;2;0.6349
MKD;6;2;1.0226
NOR;6;2;1.6431
OMN;6;2;1.4155
PAK;6;2;0.7472
PAN;6;2;1.0316
PRY;6;2;2.2839
PER;6;2;1.5493
PHL;6;2;1.0211
POL;6;2;1.0235
PRT;6;2;1.166
MDA;6;2;1.8388
ROU;6;2;2.0943
RUS;6;2;2.3071
RWA;6;2;0.0928
KNA;6;2;0.7795
LCA;6;2;0.5784
VCT;6;2;0.738
WSM;6;2;0.4023
STP;6;2;0.1921
SAU;6;2;1.1194
SEN;6;2;0.3877
SRB;6;2;1.6847
SLE;6;2;0.3592
SVK;6;2;3.0856
SVN;6;2;1.5092
SLB;6;2;0.3168
ZAF;6;2;1.2409
ESP;6;2;2.012
LKA;6;2;1.0176
SDN;6;2;0.2578
SUR;6;2;1.4186
SWE;6;2;1.9867
CHE;6;2;1.674
TWN;6;2;2.4082
TJK;6;2;0.6499
THA;6;2;3.188
TLS;6;2;0.2166
TGO;6;2;0.2355
TTO;6;2;0.7442
TUN;6;2;1.1367
TUR;6;2;1.1558
TKM;6;2;1.1201
UGA;6;2;0.2388
UKR;6;2;2.4542
ARE;6;2;1.0294
GBR;6;2;1.6724
TZA;6;2;0.0836
USA;6;2;2.0048
URY;6;2;1.9187
UZB;6;2;1.0317
VUT;6;2;0.6119
VEN;6;2;0.8707
VNM;6;2;0.7665
YEM;6;2;0.432
ZMB;6;2;0.5839
ZWE;6;2;0.5077
AFG;7;2;0.0647
ALB;7;2;0.6274
DZA;7;2;0.635
AGO;7;2;5.4436
ATG;7;2;8.2146
ARG;7;2;1.0223
ARM;7;2;0.8831
AUS;7;2;2.8585
AUT;7;2;1.8358
AZE;7;2;0.4873
BHS;7;2;5.734
BGD;7;2;5.8306
BRB;7;2;6.6939
BLR;7;2;2.4548
BEL;7;2;2.999
BLZ;7;2;2.3074
BEN;7;2;3.6853
BOL;7;2;0.5552
BIH;7;2;0.8341
BWA;7;2;0.8208
BRA;7;2;1.3537
BGR;7;2;1.3379
BFA;7;2;1.4842
CPV;7;2;2.3004
KHM;7;2;10.2607
CMR;7;2;3.4197
CAN;7;2;2.8755
CAF;7;2;2.433
TCD;7;2;2.2689
CHL;7;2;2.0374
CHN;7;2;5.9326
COL;7;2;1.4444
COG;7;2;7.898
CRI;7;2;3.5672
CIV;7;2;4.5708
HRV;7;2;3.1767
CUB;7;2;0.8706
CYP;7;2;4.2661
CZE;7;2;1.5611
DNK;7;2;3.7288
DJI;7;2;0.8097
DMA;7;2;5.4165
DOM;7;2;2.0182
ECU;7;2;1.6494
EGY;7;2;3.4934
SLV;7;2;1.4701
EST;7;2;1.735
SWZ;7;2;0.9296
ETH;7;2;0.1066
FJI;7;2;6.3303
FIN;7;2;3.8251
FRA;7;2;3.9079
PYF;7;2;7.0448
GAB;7;2;5.2846
GMB;7;2;6.7403
GEO;7;2;1.4822
DEU;7;2;2.0631
GHA;7;2;6.6164
GRC;7;2;2.6995
GRD;7;2;5.9719
GTM;7;2;0.5581
GIN;7;2;2.442
GNB;7;2;0.4077
GUY;7;2;4.6153
HTI;7;2;1.3217
HND;7;2;0.6546
HUN;7;2;1.035
ISL;7;2;9.3968
IND;7;2;1.5537
IDN;7;2;10.1617
IRN;7;2;1.9124
IRQ;7;2;0.7433
IRL;7;2;3.2849
ISR;7;2;2.6773
ITA;7;2;3.7754
JAM;7;2;4.8593
JPN;7;2;9.5744
JOR;7;2;1.1287
KAZ;7;2;0.658
KEN;7;2;0.9115
KIR;7;2;16.1052
PRK;7;2;2.9561
KOR;7;2;8.3539
KWT;7;2;1.6178
KGZ;7;2;0.1992
LAO;7;2;4.531
LVA;7;2;3.9608
LBN;7;2;1.6922
LSO;7;2;0.4292
LBR;7;2;2.0677
LTU;7;2;3.9345
LUX;7;2;3.9602
MDG;7;2;1.7813
MWI;7;2;2.0731
MYS;7;2;10.562
MDV;7;2;18.0789
MLI;7;2;1.325
MLT;7;2;3.6271
MRT;7;2;1.6348
MUS;7;2;4.122
MEX;7;2;2.3287
MNG;7;2;0.1032
MNE;7;2;1.6591
MAR;7;2;3.248
MOZ;7;2;3.251
MMR;7;2;8.7797
NAM;7;2;2.7586
NPL;7;2;0.5698
NLD;7;2;3.264
NCL;7;2;3.9207
NZL;7;2;3.6498
NIC;7;2;1.217
NER;7;2;0.3602
NGA;7;2;2.3786
MKD;7;2;0.9854
NOR;7;2;6.7042
OMN;7;2;4.5695
PAK;7;2;0.4151
PAN;7;2;3.1075
PRY;7;2;0.8678
PER;7;2;4.6541
PHL;7;2;6.6369
POL;7;2;2.6777
PRT;7;2;6.7383
MDA;7;2;2.557
ROU;7;2;0.7871
RUS;7;2;3.2496
RWA;7;2;2.1185
KNA;7;2;5.177
LCA;7;2;5.437
VCT;7;2;2.9408
WSM;7;2;7.3761
STP;7;2;8.3285
SAU;7;2;1.7362
SEN;7;2;4.19
SRB;7;2;1.1272
SLE;7;2;6.5733
SVK;7;2;2.1049
SVN;7;2;1.6515
SLB;7;2;9.1129
ZAF;7;2;0.9712
ESP;7;2;5.7607
LKA;7;2;7.4963
SDN;7;2;0.2283
SUR;7;2;3.924
SWE;7;2;3.9873
CHE;7;2;2.2651
TWN;7;2;4.5073
TJK;7;2;0.0903
THA;7;2;8.2855
TLS;7;2;1.9491
TGO;7;2;2.739
TTO;7;2;4.0579
TUN;7;2;1.7834
TUR;7;2;0.6866
TKM;7;2;0.4685
UGA;7;2;3.2184
UKR;7;2;1.8276
ARE;7;2;2.9531
GBR;7;2;2.5181
TZA;7;2;1.8567
USA;7;2;2.3873
URY;7;2;1.5693
UZB;7;2;0.3582
VUT;7;2;6.8016
VEN;7;2;2.6477
VNM;7;2;5.7435
YEM;7;2;0.9392
ZMB;7;2;3.0126
ZWE;7;2;1.0837
AFG;8;2;0.5824
ALB;8;2;1.2757
DZA;8;2;1.1624
AGO;8;2;1.2754
ATG;8;2;1.2586
ARG;8;2;0.5209
ARM;8;2;1.1142
AUS;8;2;0.518
AUT;8;2;0.6242
AZE;8;2;0.5631
BHS;8;2;1.8788
BGD;8;2;0.3069
BRB;8;2;0.689
BLR;8;2;0.441
BEL;8;2;0.6156
BLZ;8;2;1.5035
BEN;8;2;0.3491
BOL;8;2;0.9131
BIH;8;2;0.7338
BWA;8;2;0.3759
BRA;8;2;0.7759
BGR;8;2;0.7499
BFA;8;2;0.0591
CPV;8;2;0.649
KHM;8;2;0.2982
CMR;8;2;1.5119
CAN;8;2;0.6868
CAF;8;2;1.0012
TCD;8;2;0.0993
CHL;8;2;0.4966
CHN;8;2;0.437
COL;8;2;2.1493
COG;8;2;0.9034
CRI;8;2;0.8441
CIV;8;2;1.0983
HRV;8;2;0.5811
CUB;8;2;1.1703
CYP;8;2;0.8657
CZE;8;2;0.5608
DNK;8;2;0.5485
DJI;8;2;0.3674
DMA;8;2;2.9142
DOM;8;2;3.5207
ECU;8;2;1.1022
EGY;8;2;1.0849
SLV;8;2;0.7952
EST;8;2;0.5023
SWZ;8;2;0.7421
ETH;8;2;0.1143
FJI;8;2;0.3043
FIN;8;2;0.5434
FRA;8;2;0.6513
PYF;8;2;0.3931
GAB;8;2;1.6507
GMB;8;2;0.0705
GEO;8;2;0.3835
DEU;8;2;0.6237
GHA;8;2;2.5417
GRC;8;2;0.9981
GRD;8;2;1.4452
GTM;8;2;0.6583
GIN;8;2;1.3019
GNB;8;2;0.9966
GUY;8;2;0.8821
HTI;8;2;1.2616
HND;8;2;0.7481
HUN;8;2;0.4208
ISL;8;2;0.6383
IND;8;2;0.6659
IDN;8;2;0.743
IRN;8;2;1.2274
IRQ;8;2;0.7763
IRL;8;2;0.8543
ISR;8;2;0.8476
ITA;8;2;0.8853
JAM;8;2;1.0913
JPN;8;2;0.3292
JOR;8;2;0.615
KAZ;8;2;0.5211
KEN;8;2;0.6241
KIR;8;2;0.9131
PRK;8;2;0.6218
KOR;8;2;0.4741
KWT;8;2;0.9166
KGZ;8;2;0.2344
LAO;8;2;1.971
LVA;8;2;0.4623
LBN;8;2;1.2266
LSO;8;2;0.1795
LBR;8;2;1.2406
LTU;8;2;0.3915
LUX;8;2;0.7732
MDG;8;2;0.8849
MWI;8;2;1.4335
MYS;8;2;0.4055
MDV;8;2;0.6363
MLI;8;2;0.4534
MLT;8;2;0.5845
MRT;8;2;0.2318
MUS;8;2;0.3614
MEX;8;2;0.9047
MNG;8;2;0.085
MNE;8;2;0.9134
MAR;8;2;0.8464
MOZ;8;2;0.576
MMR;8;2;0.4018
NAM;8;2;0.4343
NPL;8;2;0.6105
NLD;8;2;0.9319
NCL;8;2;0.6585
NZL;8;2;0.6651
NIC;8;2;0.4158
NER;8;2;0.2686
NGA;8;2;0.7154
MKD;8;2;0.9173
NOR;8;2;0.6763
OMN;8;2;2.4257
PAK;8;2;0.2868
PAN;8;2;0.9058
PRY;8;2;0.6178
PER;8;2;0.7013
PHL;8;2;1.2763
POL;8;2;0.4657
PRT;8;2;0.8385
MDA;8;2;0.513
ROU;8;2;0.6559
RUS;8;2;0.4123
RWA;8;2;3.8656
KNA;8;2;0.8444
LCA;8;2;0.7577
VCT;8;2;1.3195
WSM;8;2;1.6968
STP;8;2;4.6494
SAU;8;2;1.2279
SEN;8;2;0.2309
SRB;8;2;0.8666
SLE;8;2;0.449
SVK;8;2;0.606
SVN;8;2;0.7978
SLB;8;2;0.5498
ZAF;8;2;0.2278
ESP;8;2;0.7096
LKA;8;2;0.5438
SDN;8;2;0.9648
SUR;8;2;1.3274
SWE;8;2;0.5829
CHE;8;2;0.7951
TWN;8;2;0.7813
TJK;8;2;0.5777
THA;8;2;0.9916
TLS;8;2;0.2685
TGO;8;2;0.1221
TTO;8;2;0.4725
TUN;8;2;0.8285
TUR;8;2;0.9879
TKM;8;2;0.4254
UGA;8;2;2.6168
UKR;8;2;0.4525
ARE;8;2;0.885
GBR;8;2;0.7256
TZA;8;2;1.4636
USA;8;2;0.5935
URY;8;2;0.6573
UZB;8;2;0.7698
VUT;8;2;1.1532
VEN;8;2;1.0662
VNM;8;2;0.7165
YEM;8;2;0.4884
ZMB;8;2;0.0931
ZWE;8;2;0.2636
AFG;9;2;3.1337
ALB;9;2;7.6582
DZA;9;2;3.5088
AGO;9;2;7.6248
ATG;9;2;16.067
ARG;9;2;21.625
ARM;9;2;8.5233
AUS;9;2;18.8298
AUT;9;2;13.6549
AZE;9;2;6.8551
BHS;9;2;20.4311
BGD;9;2;1.2773
BRB;9;2;13.9872
BLR;9;2;14.2402
BEL;9;2;10.0507
BLZ;9;2;10.748
BEN;9;2;5.6948
BOL;9;2;17.0794
BIH;9;2;6.7096
BWA;9;2;8.3615
BRA;9;2;18.7486
BGR;9;2;11.6331
BFA;9;2;2.975
CPV;9;2;8.4734
KHM;9;2;3.2571
CMR;9;2;3.4845
CAN;9;2;13.7253
CAF;9;2;15.3192
TCD;9;2;7.4872
CHL;9;2;16.5077
CHN;9;2;16.3074
COL;9;2;12.4395
COG;9;2;13.5599
CRI;9;2;10.3814
CIV;9;2;4.4187
HRV;9;2;12.7677
CUB;9;2;11.1771
CYP;9;2;14.6478
CZE;9;2;14.7375
DNK;9;2;12.5265
DJI;9;2;4.3035
DMA;9;2;12.2648
DOM;9;2;12.9167
ECU;9;2;11.09
EGY;9;2;5.1077
SLV;9;2;6.8961
EST;9;2;8.8097
SWZ;9;2;8.8396
ETH;9;2;1.6834
FJI;9;2;10.1515
FIN;9;2;11.1059
FRA;9;2;12.8703
PYF;9;2;18.8677
GAB;9;2;14.6928
GMB;9;2;2.3513
GEO;9;2;6.7867
DEU;9;2;13.7703
GHA;9;2;4.1064
GRC;9;2;10.9548
GRD;9;2;15.3939
GTM;9;2;8.7221
GIN;9;2;4.1077
GNB;9;2;6.761
GUY;9;2;8.5306
HTI;9;2;6.138
HND;9;2;9.11
HUN;9;2;14.4791
ISL;9;2;11.7124
IND;9;2;1.0179
IDN;9;2;2.921
IRN;9;2;7.6383
IRQ;9;2;5.7648
IRL;9;2;13.5407
ISR;9;2;16.5363
ITA;9;2;12.5299
JAM;9;2;12.6081
JPN;9;2;9.8112
JOR;9;2;10.361
KAZ;9;2;12.4803
KEN;9;2;5.1897
KIR;9;2;7.6502
PRK;9;2;5.099
KOR;9;2;11.4255
KWT;9;2;12.2114
KGZ;9;2;6.7378
LAO;9;2;5.9912
LVA;9;2;10.7367
LBN;9;2;6.9608
LSO;9;2;5.9227
LBR;9;2;8.3208
LTU;9;2;11.2483
LUX;9;2;14.1577
MDG;9;2;5.3906
MWI;9;2;4.9548
MYS;9;2;11.3603
MDV;9;2;4.9373
MLI;9;2;5.6063
MLT;9;2;13.9886
MRT;9;2;7.2346
MUS;9;2;10.5364
MEX;9;2;11.1188
MNG;9;2;19.8082
MNE;9;2;11.5386
MAR;9;2;6.5725
MOZ;9;2;3.0265
MMR;9;2;10.2743
NAM;9;2;9.6107
NPL;9;2;3.1407
NLD;9;2;13.3333
NCL;9;2;15.3749
NZL;9;2;18.0949
NIC;9;2;7.5894
NER;9;2;3.1321
NGA;9;2;2.4323
MKD;9;2;8.3173
NOR;9;2;10.4943
OMN;9;2;9.462
PAK;9;2;4.483
PAN;9;2;13.7447
PRY;9;2;13.2107
PER;9;2;7.6251
PHL;9;2;9.6682
POL;9;2;15.7313
PRT;9;2;14.695
MDA;9;2;9.9676
ROU;9;2;9.8154
RUS;9;2;12.6006
RWA;9;2;3.0047
KNA;9;2;19.6622
LCA;9;2;18.0172
VCT;9;2;17.9582
WSM;9;2;19.3878
STP;9;2;4.9952
SAU;9;2;11.3199
SEN;9;2;4.3632
SRB;9;2;10.9024
SLE;9;2;2.694
SVK;9;2;13.8574
SVN;9;2;12.7954
SLB;9;2;3.9415
ZAF;9;2;13.914
ESP;9;2;15.2747
LKA;9;2;2.4314
SDN;9;2;5.9434
SUR;9;2;11.2992
SWE;9;2;13.3004
CHE;9;2;11.7127
TWN;9;2;14.793
TJK;9;2;5.5601
THA;9;2;7.3431
TLS;9;2;10.6289
TGO;9;2;3.9428
TTO;9;2;13.5735
TUN;9;2;5.3804
TUR;9;2;7.2808
TKM;9;2;12.3586
UGA;9;2;3.2948
UKR;9;2;9.074
ARE;9;2;10.3405
GBR;9;2;14.5754
TZA;9;2;2.9857
USA;9;2;18.0875
URY;9;2;11.7731
UZB;9;2;7.1952
VUT;9;2;9.8533
VEN;9;2;11.8347
VNM;9;2;11.0426
YEM;9;2;5.9453
ZMB;9;2;4.3158
ZWE;9;2;6.6582
AFG;10;2;5.5278
ALB;10;2;16.475
DZA;10;2;8.0616
AGO;10;2;1.146
ATG;10;2;7.4349
ARG;10;2;5.8322
ARM;10;2;10.038
AUS;10;2;8.432
AUT;10;2;11.4954
AZE;10;2;6.8497
BHS;10;2;4.8312
BGD;10;2;1.8578
BRB;10;2;5.3944
BLR;10;2;6.0202
BEL;10;2;11.9121
BLZ;10;2;4.5999
BEN;10;2;1.094
BOL;10;2;3.2143
BIH;10;2;9.3808
BWA;10;2;9.3971
BRA;10;2;7.0053
BGR;10;2;8.7833
BFA;10;2;1.7666
CPV;10;2;6.3172
KHM;10;2;0.3441
CMR;10;2;0.8063
CAN;10;2;5.7905
CAF;10;2;1.6363
TCD;10;2;2.7723
CHL;10;2;5.226
CHN;10;2;2.4705
COL;10;2;8.4243
COG;10;2;0.5725
CRI;10;2;11.7861
CIV;10;2;0.6506
HRV;10;2;11.4561
CUB;10;2;4.3024
CYP;10;2;7.3613
CZE;10;2;11.9392
DNK;10;2;12.009
DJI;10;2;3.4863
DMA;10;2;8.3434
DOM;10;2;7.1386
ECU;10;2;7.3579
EGY;10;2;2.0919
SLV;10;2;7.0364
EST;10;2;15.424
SWZ;10;2;3.4086
ETH;10;2;2.1938
FJI;10;2;2.7323
FIN;10;2;14.3706
FRA;10;2;11.1617
PYF;10;2;4.768
GAB;10;2;1.7071
GMB;10;2;3.3702
GEO;10;2;8.2299
DEU;10;2;12.0526
GHA;10;2;0.5878
GRC;10;2;11.0689
GRD;10;2;6.5812
GTM;10;2;2.9408
GIN;10;2;1.4797
GNB;10;2;2.1857
GUY;10;2;8.5249
HTI;10;2;1.6922
HND;10;2;6.1253
HUN;10;2;9.8157
ISL;10;2;12.5102
IND;10;2;7.8142
IDN;10;2;1.0854
IRN;10;2;2.8201
IRQ;10;2;2.2547
IRL;10;2;9.6847
ISR;10;2;8.3374
ITA;10;2;8.0191
JAM;10;2;5.7515
JPN;10;2;4.1058
JOR;10;2;4.7826
KAZ;10;2;12.8645
KEN;10;2;5.4114
KIR;10;2;0.602
PRK;10;2;0.3348
KOR;10;2;1.644
KWT;10;2;6.6516
KGZ;10;2;11.3136
LAO;10;2;0.2644
LVA;10;2;10.449
LBN;10;2;5.4607
LSO;10;2;1.7948
LBR;10;2;0.3258
LTU;10;2;13.0577
LUX;10;2;10.6124
MDG;10;2;2.3169
MWI;10;2;0.2646
MYS;10;2;1.527
MDV;10;2;4.8394
MLI;10;2;5.6769
MLT;10;2;9.1968
MRT;10;2;7.9737
MUS;10;2;5.7538
MEX;10;2;5.6906
MNG;10;2;9.7706
MNE;10;2;14.9495
MAR;10;2;2.5342
MOZ;10;2;1.562
MMR;10;2;3.2248
NAM;10;2;4.6244
NPL;10;2;3.7648
NLD;10;2;13.7921
NCL;10;2;7.2857
NZL;10;2;4.4303
NIC;10;2;5.9264
NER;10;2;3.474
NGA;10;2;0.5991
MKD;10;2;9.0796
NOR;10;2;9.7681
OMN;10;2;8.6221
PAK;10;2;14.6868
PAN;10;2;7.3725
PRY;10;2;4.665
PER;10;2;3.4173
PHL;10;2;1.6273
POL;10;2;6.8785
PRT;10;2;7.8606
MDA;10;2;9.0285
ROU;10;2;10.9445
RUS;10;2;8.1632
RWA;10;2;1.6796
KNA;10;2;5.151
LCA;10;2;4.795
VCT;10;2;4.8362
WSM;10;2;2.793
STP;10;2;1.5178
SAU;10;2;6.3967
SEN;10;2;1.0805
SRB;10;2;9.4722
SLE;10;2;1.9037
SVK;10;2;8.2842
SVN;10;2;9.9853
SLB;10;2;1.0622
ZAF;10;2;2.9615
ESP;10;2;7.2732
LKA;10;2;3.2083
SDN;10;2;8.2192
SUR;10;2;3.559
SWE;10;2;11.7101
CHE;10;2;14.1191
TWN;10;2;2.4431
TJK;10;2;4.8921
THA;10;2;2.0406
TLS;10;2;0.2772
TGO;10;2;0.82
TTO;10;2;5.9657
TUN;10;2;5.4865
TUR;10;2;8.1403
TKM;10;2;7.3613
UGA;10;2;3.0465
UKR;10;2;7.6004
ARE;10;2;5.4823
GBR;10;2;8.8375
TZA;10;2;2.877
USA;10;2;9.8791
URY;10;2;10.9203
UZB;10;2;10.5736
VUT;10;2;1.6082
VEN;10;2;6.3083
VNM;10;2;1.0887
YEM;10;2;1.963
ZMB;10;2;1.0324
ZWE;10;2;2.4114
AFG;11;2;0.5916
ALB;11;2;1.1084
DZA;11;2;0.3283
AGO;11;2;0.8133
ATG;11;2;0.8534
ARG;11;2;1.4313
ARM;11;2;1.5404
AUS;11;2;1.6929
AUT;11;2;0.5318
AZE;11;2;0.6444
BHS;11;2;1.4152
BGD;11;2;0.2239
BRB;11;2;0.5826
BLR;11;2;1.9554
BEL;11;2;1.0981
BLZ;11;2;0.2531
BEN;11;2;0.45
BOL;11;2;0.3506
BIH;11;2;0.5543
BWA;11;2;1.2274
BRA;11;2;0.6383
BGR;11;2;1.3739
BFA;11;2;0.5057
CPV;11;2;0.3678
KHM;11;2;0.474
CMR;11;2;0.3168
CAN;11;2;0.0445
CAF;11;2;2.2069
TCD;11;2;2.8006
CHL;11;2;0.1919
CHN;11;2;3.1282
COL;11;2;0.9468
COG;11;2;1.6726
CRI;11;2;0.499
CIV;11;2;1.4447
HRV;11;2;0.9408
CUB;11;2;0.6841
CYP;11;2;0.6352
CZE;11;2;0.6765
DNK;11;2;1.3889
DJI;11;2;0.7647
DMA;11;2;0.7475
DOM;11;2;1.5324
ECU;11;2;0.9425
EGY;11;2;1.2302
SLV;11;2;0.3074
EST;11;2;0.7024
SWZ;11;2;1.1253
ETH;11;2;0.3656
FJI;11;2;0.8116
FIN;11;2;0.501
FRA;11;2;1.2714
PYF;11;2;0.9189
GAB;11;2;2.4666
GMB;11;2;0.2116
GEO;11;2;0.5981
DEU;11;2;0.3646
GHA;11;2;0.5957
GRC;11;2;0.884
GRD;11;2;0.4605
GTM;11;2;0.5366
GIN;11;2;0.7601
GNB;11;2;0.906
GUY;11;2;0.1821
HTI;11;2;0.6809
HND;11;2;0.5533
HUN;11;2;0.0171
ISL;11;2;0.617
IND;11;2;0.1225
IDN;11;2;0.692
IRN;11;2;0.5537
IRQ;11;2;0.1074
IRL;11;2;0.3021
ISR;11;2;0.7131
ITA;11;2;0.5293
JAM;11;2;0.9883
JPN;11;2;0.6294
JOR;11;2;0.4414
KAZ;11;2;1.4107
KEN;11;2;0.7719
KIR;11;2;0.1488
PRK;11;2;0.3061
KOR;11;2;0.9843
KWT;11;2;0.556
